actor_name,category,title,year,release_date,type,MCU,budget_USD,budget_scaled,World_Wide,International,Domestic,award_mcu,award_name,award_category,event_name,winner,color_id
Mark Ruffalo,actor,Safe Men,1998,1998-08-07,Movie,Non-MCU,1000000,3.0137900308386554,45724,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Mark Ruffalo,actor,The Last Big Thing,1998,1998-09-23,Movie,Non-MCU,NA,3,22731,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Mark Ruffalo,actor,The Dentist,1996,1996-10-18,Movie,Non-MCU,NA,3,NA,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Mark Ruffalo,actor,Mirror Mirror 3: The Voyeur,1996,1996-10-01,Movie,Non-MCU,NA,3,NA,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Mark Ruffalo,actor,There Goes My Baby,1994,1994-09-02,Movie,Non-MCU,10500000,3.1472238187457897,123509,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Mark Ruffalo,actor,A Gift from Heaven,1995,1995-12-20,Movie,Non-MCU,NA,3,NA,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Mark Ruffalo,actor,Mirror Mirror 2: Raven Dance,1994,1994-05-25,Movie,Non-MCU,NA,3,NA,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Bettany,actor,Uncle Frank,2020,2020-11-25,Movie,Non-MCU,NA,3,NA,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Bettany,actor,Solo: A Star Wars Story,2018,2018-05-25,Movie,Non-MCU,275000000,6.862301387318116,392924807,179157295,213767512,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Bettany,actor,Avengers: Infinity War,2018,2018-04-27,Movie,MCU,321000000,7.508401834026347,2048359754,1369544272,678815482,MCU,NA,NA,NA,NA,#233f92
Paul Bettany,actor,Journey's End,2018,2018-02-22,Movie,Non-MCU,NA,3,970809,809013,161796,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Bettany,actor,Captain America: Civil War,2016,2016-05-06,Movie,MCU,250000000,6.511159840194077,1153337496,745253147,408084349,MCU,NA,NA,NA,NA,#233f92
Paul Bettany,actor,Legend,2015,2015-11-20,Movie,Non-MCU,30000000,3.4211142255025395,42972994,41100000,1872994,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Bettany,actor,Avengers: Age of Ultron,2015,2015-05-01,Movie,MCU,250000000,6.511159840194077,1402809540,943803672,459005868,MCU,NA,NA,NA,NA,#233f92
Paul Bettany,actor,Mortdecai,2015,2015-01-23,Movie,Non-MCU,60000000,3.842484082051386,47275717,39579583,7696134,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Bettany,actor,Transcendence,2014,2014-04-18,Movie,Non-MCU,100000000,4.404310557449847,103039258,80016949,23022309,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Bettany,actor,Iron Man 3,2013,2013-05-03,Movie,MCU,200000000,5.808876745946001,1214811252,805797258,409013994,MCU,NA,NA,NA,NA,#233f92
Paul Bettany,actor,Blood,2013,2013-08-09,Movie,Non-MCU,NA,3,NA,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Bettany,actor,The Avengers,2012,2012-05-04,Movie,MCU,220000000,6.089789983645232,1518815515,895457605,623357910,MCU,NA,NA,NA,NA,#233f92
Paul Bettany,actor,Priest,2011,2011-05-13,Movie,Non-MCU,60000000,3.842484082051386,78309505,49172505,29137000,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Bettany,actor,Margin Call,2011,2011-01-25,Movie,Non-MCU,3500000,3.0489041855510592,19504039,14150000,5354039,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Bettany,actor,The Tourist,2010,2010-12-10,Movie,Non-MCU,100000000,4.404310557449847,278780441,211149284,67631157,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Bettany,actor,Iron Man 2,2010,2010-05-07,Movie,MCU,200000000,5.808876745946001,623933331,311500000,312433331,MCU,NA,NA,NA,NA,#233f92
Paul Bettany,actor,Legion,2010,2010-01-22,Movie,Non-MCU,26000000,3.3649315779626936,67918658,27750578,40168080,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Bettany,actor,Creation,2010,2010-01-22,Movie,Non-MCU,13000000,3.1823379734581936,2058675,1717352,341323,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Bettany,actor,The Young Victoria,2010,2010-01-08,Movie,Non-MCU,35000000,3.4913425349273473,29196409,18195137,11001272,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Bettany,actor,Inkheart,2009,2009-01-23,Movie,Non-MCU,60000000,3.842484082051386,62803180,45499756,17303424,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Bettany,actor,The Secret Life of Bees,2008,2008-10-17,Movie,Non-MCU,11000000,3.1542466496882704,39952437,2182275,37770162,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Bettany,actor,Broken Lines,2011,2011-09-30,Movie,Non-MCU,NA,3,1611,1611,0,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Bettany,actor,Iron Man,2008,2008-05-02,Movie,MCU,140000000,4.966137032848309,585796247,266762121,319034126,MCU,NA,NA,NA,NA,#233f92
Paul Bettany,actor,The Da Vinci Code,2006,2006-05-19,Movie,Non-MCU,125000000,4.755452104573886,760006945,542470807,217536138,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Bettany,actor,Firewall,2006,2006-02-10,Movie,Non-MCU,50000000,3.7020274632017705,82751189,34000000,48751189,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Bettany,actor,Wimbledon,2004,2004-09-17,Movie,Non-MCU,31000000,3.4351598873875013,41682237,24681104,17001133,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Bettany,actor,Master and Commander: The Far Side of the World,2003,2003-11-14,Movie,Non-MCU,150000000,5.106593651697924,211622535,117694615,93927920,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Bettany,actor,Dogville,2004,2004-04-23,Movie,Non-MCU,10000000,3.140200987803309,16689283,15153997,1535286,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Bettany,actor,The Reckoning,2004,2004-02-08,Movie,Non-MCU,NA,3,1152528,895276,257252,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Bettany,actor,The Heart of Me,2003,2003-01-18,Movie,Non-MCU,7000000,3.0980640021484245,282519,86452,196067,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Bettany,actor,A Beautiful Mind,2002,2002-01-04,Movie,Non-MCU,58000000,3.8143927582814627,316791257,146048916,170742341,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Bettany,actor,Kiss Kiss Bang Bang,2001,2001-11-07,Movie,Non-MCU,NA,3,NA,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Bettany,actor,A Knight's Tale,2001,2001-05-11,Movie,Non-MCU,65000000,3.9127123914761937,117487473,60917771,56569702,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Bettany,actor,Gangster No. 1,2000,2000-10-21,Movie,Non-MCU,NA,3,30915,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Bettany,actor,After the Rain,1999,1999-06-05,Movie,Non-MCU,NA,3,NA,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Bettany,actor,The Land Girls,1998,1998-06-12,Movie,Non-MCU,NA,3,238497,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Paul Bettany,actor,Bent,1997,1997-11-26,Movie,Non-MCU,NA,3,496059,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Don Cheadle,actor,Space Jam: A New Legacy,2021,2021-07-15,Movie,Non-MCU,150000000,5.106593651697924,162892228,92300000,70592228,Non-MCU,NA,NA,NA,NA,#C4D6FA
Don Cheadle,actor,No Sudden Move,2021,2021-07-01,Movie,Non-MCU,NA,3,NA,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Don Cheadle,actor,With/in: Volume 1,2021,2021-06-13,Movie,Non-MCU,NA,3,NA,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Don Cheadle,actor,Avengers: Endgame,2019,2019-04-26,Movie,MCU,356000000,8,2797501328,1939128328,858373000,MCU,NA,NA,NA,NA,#233f92
Don Cheadle,actor,Captain Marvel,2019,2019-03-08,Movie,MCU,160000000,5.24705027054754,1128462972,701633133,426829839,MCU,NA,NA,NA,NA,#233f92
Don Cheadle,actor,Avengers: Infinity War,2018,2018-04-27,Movie,MCU,321000000,7.508401834026347,2048359754,1369544272,678815482,MCU,NA,NA,NA,NA,#233f92
Don Cheadle,actor,Kevin Hart: What Now?,2016,2016-10-14,Movie,Non-MCU,9900000,3.138796421614813,23591043,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Don Cheadle,actor,Captain America: Civil War,2016,2016-05-06,Movie,MCU,250000000,6.511159840194077,1153337496,745253147,408084349,MCU,NA,NA,NA,NA,#233f92
Don Cheadle,actor,Miles Ahead,2016,2016-04-22,Movie,Non-MCU,NA,3,3473958,863062,2610896,Non-MCU,NA,NA,NA,NA,#C4D6FA
Don Cheadle,actor,Avengers: Age of Ultron,2015,2015-05-01,Movie,MCU,250000000,6.511159840194077,1402809540,943803672,459005868,MCU,NA,NA,NA,NA,#233f92
Don Cheadle,actor,Iron Man 3,2013,2013-05-03,Movie,MCU,200000000,5.808876745946001,1214811252,805797258,409013994,MCU,NA,NA,NA,NA,#233f92
Don Cheadle,actor,Flight,2012,2012-11-02,Movie,Non-MCU,31000000,3.4351598873875013,161772375,68000000,93772375,Non-MCU,NA,NA,NA,NA,#C4D6FA
Don Cheadle,actor,The Guard,2011,2011-01-20,Movie,Non-MCU,6000000,3.084018340263463,19561904,14201630,5360274,Non-MCU,NA,NA,NA,NA,#C4D6FA
Don Cheadle,actor,Iron Man 2,2010,2010-05-07,Movie,MCU,200000000,5.808876745946001,623933331,311500000,312433331,MCU,NA,NA,NA,NA,#233f92
Don Cheadle,actor,Brooklyn's Finest,2010,2010-03-05,Movie,Non-MCU,17000000,3.23852062099804,45719985,18556392,27163593,Non-MCU,NA,NA,NA,NA,#C4D6FA
Don Cheadle,actor,Hotel for Dogs,2009,2009-01-16,Movie,Non-MCU,35000000,3.4913425349273473,117252578,44218118,73034460,Non-MCU,NA,NA,NA,NA,#C4D6FA
Don Cheadle,actor,Traitor,2008,2008-08-27,Movie,Non-MCU,22000000,3.3087489304228477,27675014,4144183,23530831,Non-MCU,NA,NA,NA,NA,#C4D6FA
Don Cheadle,actor,Ocean's Thirteen,2007,2007-06-08,Movie,Non-MCU,85000000,4.193625629175424,311312624,194157900,117154724,Non-MCU,NA,NA,NA,NA,#C4D6FA
Don Cheadle,actor,Reign Over Me,2007,2007-03-23,Movie,Non-MCU,20000000,3.2806576066529245,22242388,2580401,19661987,Non-MCU,NA,NA,NA,NA,#C4D6FA
Don Cheadle,actor,Talk to Me,2007,2007-08-03,Movie,Non-MCU,NA,3,4778376,245115,4533261,Non-MCU,NA,NA,NA,NA,#C4D6FA
Don Cheadle,actor,The Dog Problem,2007,2007-08-07,Movie,Non-MCU,NA,3,1344,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Don Cheadle,actor,Ocean's Twelve,2004,2004-12-10,Movie,Non-MCU,110000000,4.544767176299462,362744280,237200000,125544280,Non-MCU,NA,NA,NA,NA,#C4D6FA
Don Cheadle,actor,After the Sunset,2004,2004-11-12,Movie,Non-MCU,60000000,3.842484082051386,62657868,34326635,28331233,Non-MCU,NA,NA,NA,NA,#C4D6FA
Don Cheadle,actor,Hotel Rwanda,2005,2005-02-04,Movie,Non-MCU,17500000,3.2455434519405206,33882243,10351351,23530892,Academy Award Nominee,Oscar,Best Performance by an Actor in a Leading Role,"Academy Awards, USA",Nominated,#f1c2ae
Don Cheadle,actor,Crash,2005,2005-05-06,Movie,Non-MCU,6500000,3.091041171205944,98410061,43829761,54580300,Non-MCU,NA,NA,NA,NA,#C4D6FA
Don Cheadle,actor,The Assassination of Richard Nixon,2004,2004-12-29,Movie,Non-MCU,NA,3,4426087,3717311,708776,Non-MCU,NA,NA,NA,NA,#C4D6FA
Don Cheadle,actor,The United States of Leland,2003,2003-01-18,Movie,Non-MCU,NA,3,343847,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Don Cheadle,actor,Ocean's Eleven,2001,2001-12-07,Movie,Non-MCU,85000000,4.193625629175424,450717150,267300000,183417150,Non-MCU,NA,NA,NA,NA,#C4D6FA
Don Cheadle,actor,Rush Hour 2,2001,2001-08-03,Movie,Non-MCU,90000000,4.263853938600231,347325802,121161516,226164286,Non-MCU,NA,NA,NA,NA,#C4D6FA
Don Cheadle,actor,Swordfish,2001,2001-06-08,Movie,Non-MCU,102000000,4.4324018812197705,147080413,77307444,69772969,Non-MCU,NA,NA,NA,NA,#C4D6FA
Don Cheadle,actor,Manic,2003,2003-05-23,Movie,Non-MCU,NA,3,69958,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Don Cheadle,actor,Things Behind the Sun,2001,2001-01-24,Movie,Non-MCU,NA,3,NA,NA,NA,Academy Award Nominee,Primetime Emmy,Outstanding Supporting Actor in a Miniseries or a Movie,Primetime Emmy Awards,Nominated,#f1c2ae
Don Cheadle,actor,The Family Man,2000,2000-12-22,Movie,Non-MCU,60000000,3.842484082051386,124745083,48951778,75793305,Non-MCU,NA,NA,NA,NA,#C4D6FA
Don Cheadle,actor,Traffic,2001,2001-01-05,Movie,Non-MCU,48000000,3.6739361394318473,207515725,83400000,124115725,Non-MCU,NA,NA,NA,NA,#C4D6FA
Don Cheadle,actor,Mission to Mars,2000,2000-03-10,Movie,Non-MCU,100000000,4.404310557449847,110983407,50100000,60883407,Non-MCU,NA,NA,NA,NA,#C4D6FA
Don Cheadle,actor,Out of Sight,1998,1998-06-26,Movie,Non-MCU,48000000,3.6739361394318473,77745966,40183398,37562568,Non-MCU,NA,NA,NA,NA,#C4D6FA
Don Cheadle,actor,Bulworth,1998,1998-05-22,Movie,Non-MCU,30000000,3.4211142255025395,29202884,2674699,26528185,Non-MCU,NA,NA,NA,NA,#C4D6FA
Don Cheadle,actor,Boogie Nights,1997,1997-10-31,Movie,Non-MCU,15000000,3.2104292972281168,43117303,16700954,26416349,Non-MCU,NA,NA,NA,NA,#C4D6FA
Don Cheadle,actor,Volcano,1997,1997-04-25,Movie,Non-MCU,90000000,4.263853938600231,122823468,73500000,49323468,Non-MCU,NA,NA,NA,NA,#C4D6FA
Don Cheadle,actor,Rosewood,1997,1997-02-21,Movie,Non-MCU,25000000,3.3508859160777322,13130349,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Don Cheadle,actor,Devil in a Blue Dress,1995,1995-09-29,Movie,Non-MCU,27000000,3.378977239847655,16140822,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Don Cheadle,actor,Things to Do in Denver When You're Dead,1995,1995-12-01,Movie,Non-MCU,7000000,3.0980640021484245,529766,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Don Cheadle,actor,The Meteor Man,1993,1993-08-06,Movie,Non-MCU,20000000,3.2806576066529245,8016708,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Don Cheadle,actor,Roadside Prophets,1992,1992-03-27,Movie,Non-MCU,NA,3,147724,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Jeremy Renner,actor,Arctic Dogs,2019,2019-11-01,Movie,Non-MCU,NA,3,9872644,4071395,5801249,Non-MCU,NA,NA,NA,NA,#C4D6FA
Jeremy Renner,actor,Avengers: Endgame,2019,2019-04-26,Movie,MCU,356000000,8,2797501328,1939128328,858373000,MCU,NA,NA,NA,NA,#233f92
Jeremy Renner,actor,Tag,2018,2018-06-15,Movie,Non-MCU,28000000,3.393022901732617,78130625,23400000,54730625,Non-MCU,NA,NA,NA,NA,#C4D6FA
Jeremy Renner,actor,The House,2017,2017-06-30,Movie,Non-MCU,40000000,3.561570844352155,34184504,8600000,25584504,Non-MCU,NA,NA,NA,NA,#C4D6FA
Jeremy Renner,actor,Wind River,2017,2017-08-18,Movie,Non-MCU,11000000,3.1542466496882704,44202682,10401823,33800859,Non-MCU,NA,NA,NA,NA,#C4D6FA
Jeremy Renner,actor,Arrival,2016,2016-11-11,Movie,Non-MCU,47000000,3.659890477546886,203388186,102842047,100546139,Non-MCU,NA,NA,NA,NA,#C4D6FA
Jeremy Renner,actor,Captain America: Civil War,2016,2016-05-06,Movie,MCU,250000000,6.511159840194077,1153337496,745253147,408084349,MCU,NA,NA,NA,NA,#233f92
Jeremy Renner,actor,Mission: Impossible - Rogue Nation,2015,2015-07-31,Movie,Non-MCU,150000000,5.106593651697924,682716636,487674259,195042377,Non-MCU,NA,NA,NA,NA,#C4D6FA
Jeremy Renner,actor,Avengers: Age of Ultron,2015,2015-05-01,Movie,MCU,250000000,6.511159840194077,1402809540,943803672,459005868,MCU,NA,NA,NA,NA,#233f92
Jeremy Renner,actor,Kill the Messenger,2014,2014-09-28,Movie,Non-MCU,NA,3,5218973,2768127,2450846,Non-MCU,NA,NA,NA,NA,#C4D6FA
Jeremy Renner,actor,American Hustle,2013,2013-12-20,Movie,Non-MCU,40000000,3.561570844352155,251171807,101054000,150117807,Non-MCU,NA,NA,NA,NA,#C4D6FA
Jeremy Renner,actor,The Immigrant,2014,2014-05-23,Movie,Non-MCU,16000000,3.224474959113078,5952884,3927556,2025328,Non-MCU,NA,NA,NA,NA,#C4D6FA
Jeremy Renner,actor,Hansel & Gretel: Witch Hunters,2013,2013-01-25,Movie,Non-MCU,50000000,3.7020274632017705,226349749,170646274,55703475,Non-MCU,NA,NA,NA,NA,#C4D6FA
Jeremy Renner,actor,The Bourne Legacy,2012,2012-08-10,Movie,Non-MCU,125000000,4.755452104573886,276144750,162940880,113203870,Non-MCU,NA,NA,NA,NA,#C4D6FA
Jeremy Renner,actor,The Avengers,2012,2012-05-04,Movie,MCU,220000000,6.089789983645232,1518815515,895457605,623357910,MCU,NA,NA,NA,NA,#233f92
Jeremy Renner,actor,Mission: Impossible - Ghost Protocol,2011,2011-12-21,Movie,Non-MCU,145000000,5.0363653422731165,694713380,485315477,209397903,Non-MCU,NA,NA,NA,NA,#C4D6FA
Jeremy Renner,actor,Thor,2011,2011-05-06,Movie,MCU,150000000,5.106593651697924,449326618,268295994,181030624,MCU,NA,NA,NA,NA,#233f92
Jeremy Renner,actor,The Town,2010,2010-09-17,Movie,Non-MCU,37000000,3.5194338586972704,154026136,61839874,92186262,Academy Award Nominee,Oscar,Best Performance by an Actor in a Supporting Role,"Academy Awards, USA",Nominated,#f1c2ae
Jeremy Renner,actor,Ingenious,2009,2009-02-01,Movie,Non-MCU,NA,3,NA,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Jeremy Renner,actor,The Hurt Locker,2009,2009-07-31,Movie,Non-MCU,15000000,3.2104292972281168,49259766,32241955,17017811,Academy Award Nominee,Oscar,Best Performance by an Actor in a Leading Role,"Academy Awards, USA",Nominated,#f1c2ae
Jeremy Renner,actor,The Assassination of Jesse James by the Coward Robert Ford,2007,2007-10-19,Movie,Non-MCU,30000000,3.4211142255025395,15001776,11092627,3909149,Non-MCU,NA,NA,NA,NA,#C4D6FA
Jeremy Renner,actor,Take,2008,2008-07-18,Movie,Non-MCU,NA,3,6627,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Jeremy Renner,actor,28 Weeks Later,2007,2007-05-11,Movie,Non-MCU,15000000,3.2104292972281168,65048678,36409762,28638916,Non-MCU,NA,NA,NA,NA,#C4D6FA
Jeremy Renner,actor,Love Comes to the Executioner,2006,2006-08-15,Movie,Non-MCU,NA,3,NA,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Jeremy Renner,actor,North Country,2005,2005-10-21,Movie,Non-MCU,35000000,3.4913425349273473,25211175,6873453,18337722,Non-MCU,NA,NA,NA,NA,#C4D6FA
Jeremy Renner,actor,12 and Holding,2006,2006-03-31,Movie,Non-MCU,400000,3.005362633707678,119195,22731,96464,Non-MCU,NA,NA,NA,NA,#C4D6FA
Jeremy Renner,actor,Lords of Dogtown,2005,2005-06-03,Movie,Non-MCU,25000000,3.3508859160777322,13411957,2138440,11273517,Non-MCU,NA,NA,NA,NA,#C4D6FA
Jeremy Renner,actor,Neo Ned,2005,2005-04-22,Movie,Non-MCU,NA,3,NA,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Jeremy Renner,actor,The Heart Is Deceitful Above All Things,2004,2004-10-08,Movie,Non-MCU,NA,3,217499,188441,29058,Non-MCU,NA,NA,NA,NA,#C4D6FA
Jeremy Renner,actor,S.W.A.T.,2003,2003-08-08,Movie,Non-MCU,80000000,4.123397319750616,207725639,90790989,116934650,Non-MCU,NA,NA,NA,NA,#C4D6FA
Jeremy Renner,actor,Monkey Love,2002,2002-06-12,Movie,Non-MCU,NA,3,NA,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Jeremy Renner,actor,Fish in a Barrel,2001,2001-01-20,Movie,Non-MCU,NA,3,NA,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Jeremy Renner,actor,National Lampoon's Senior Trip,1995,1995-09-08,Movie,Non-MCU,NA,3,4686937,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
